08-21 11:44:18.716 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:44:18.715, Living Map - WiFi A (5GHz), 3497f601b7ac, -53
08-21 11:44:23.617 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:44:23.616, Living Map - WiFi A (5GHz), 3497f601b7ac, -54
08-21 11:44:28.497 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:44:28.497, Living Map - WiFi A (5GHz), 3497f601b7ac, -55
08-21 11:44:33.416 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:44:33.415, Living Map - WiFi A (5GHz), 3497f601b7ac, -52
08-21 11:44:38.320 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:44:38.319, Living Map - WiFi A (5GHz), 3497f601b7ac, -48
08-21 11:44:43.195 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:44:43.194, Living Map - WiFi A (5GHz), 3497f601b7ac, -50
08-21 11:44:48.110 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:44:48.109, Living Map - WiFi A (5GHz), 3497f601b7ac, -52
08-21 11:44:53.017 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:44:53.015, Living Map - WiFi A (5GHz), 3497f601b7ac, -51
08-21 11:44:57.940 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:44:57.940, Living Map - WiFi A (5GHz), 3497f601b7ac, -50
08-21 11:45:02.849 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:45:02.848, Living Map - WiFi A (5GHz), 3497f601b7ac, -53
08-21 11:45:07.763 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:45:07.762, Living Map - WiFi A (5GHz), 3497f601b7ac, -51
08-21 11:45:12.665 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:45:12.664, Living Map - WiFi A (5GHz), 3497f601b7ac, -50
08-21 11:45:17.559 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:45:17.558, Living Map - WiFi A (5GHz), 3497f601b7ac, -52
08-21 11:45:22.447 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:45:22.446, Living Map - WiFi A (5GHz), 3497f601b7ac, -51
    WIFI OUTPUT: 2018-08-21T11:45:27.336, Living Map - WiFi A (5GHz), 3497f601b7ac, -51
08-21 11:45:32.249 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:45:32.248, Living Map - WiFi A (5GHz), 3497f601b7ac, -53
08-21 11:45:37.167 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:45:37.166, Living Map - WiFi A (5GHz), 3497f601b7ac, -52
08-21 11:45:42.100 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:45:42.099, Living Map - WiFi A (5GHz), 3497f601b7ac, -50
    WIFI OUTPUT: 2018-08-21T11:45:46.986, Living Map - WiFi A (5GHz), 3497f601b7ac, -51
    WIFI OUTPUT: 2018-08-21T11:45:51.905, Living Map - WiFi A (5GHz), 3497f601b7ac, -52
08-21 11:45:56.898 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:45:56.897, Living Map - WiFi A (5GHz), 3497f601b7ac, -57
    WIFI OUTPUT: 2018-08-21T11:46:01.768, Living Map - WiFi A (5GHz), 3497f601b7ac, -50
08-21 11:46:06.766 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:46:06.765, Living Map - WiFi A (5GHz), 3497f601b7ac, -53
08-21 11:46:11.724 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:46:11.723, Living Map - WiFi A (5GHz), 3497f601b7ac, -52
